facility,state,nameOfFacility,date,confirmedResidents,confirmedStaff,deathsResidents,deathsStaff,residentsRecovered,staffRecovered,residentsTested,staffTested,residentPopulation,address,zipcode,city,county,latitude,longitude,FIPS
state,North Carolina,WAKE CC,12/2/2020,5,,,,17,,448,,,1000 ROCK QUARRY RD,27610,RALEIGH,WAKE,35.76529636,-78.61752518,37183
state,North Carolina,WARREN CI,12/2/2020,160,,,,63,,"1,362",,,379 COLLINS RD,27553,MANSON,WARREN,36.41681967,-78.27022977,37185
state,North Carolina,WILKES CC,12/2/2020,14,,,,18,,250,,,404 STATESVILLE RD,28659,NORTH WILKESBORO,WILKES,36.16455616,-81.1320742,37193
state,North Dakota,CENTRAL OFFICE,12/2/2020,,12,,0,,12,,,,,,,,,,
state,North Dakota,DJS,12/2/2020,,9,,0,,7,,,,,,,,,,
state,North Dakota,DWCRC,12/2/2020,5,9,0,0,5,8,"1,045",854,,,,,,,,
state,North Dakota,JRCC,12/2/2020,326,72,0,0,277,61,"5,174",4203,,2521 CIRCLE DR,58401,JAMESTOWN,STUTSMAN,46.88322924,-98.68507045,38093
state,North Dakota,MRCC,12/2/2020,10,13,0,0,10,13,"1,607",795,,1800 48TH AVE SW,58506,BISMARCK,BURLEIGH,46.75378779,-100.8227808,38015
state,North Dakota,NDSP,12/2/2020,153,98,0,0,146,92,"8,725",8175,,3100 RAILROAD AVE,58506,BISMARCK,BURLEIGH,46.79996701,-100.7415405,38015
state,North Dakota,PP,12/2/2020,,18,,0,,14,,,,,,,,,,
state,North Dakota,PPTPS,12/2/2020,,,,,,,,646,,,,,,,,
state,North Dakota,YCC,12/2/2020,2,29,0,0,2,26,288,,,701 16TH AVE SW,58554,MANDAN,,46.8187668,-100.913189,
state,North Dakota,YCCDJS,12/2/2020,,,,,,,,1724,,,,,,,,
federal,Not Available,BIG SPRING FLIGHTLINE CI,12/2/2020,,,0,0,19,0,,,,,,,,,,
federal,Not Available,CAPITOL PAVILION COMM CORR CTR,12/2/2020,2,,0,0,0,0,2,,,,,,,,,
federal,Not Available,CENTERSTONE OF ILLINOIS,12/2/2020,3,,0,0,0,0,3,,,,,,,,,
federal,Not Available,CHASE CENTER,12/2/2020,1,,,,,,1,,,,,,,,,
federal,Not Available,CHERRY STREET SERVICES INC RRC,12/2/2020,3,,0,0,3,0,3,,,,,,,,,
federal,Not Available,COMM CORR ASSOC INC,12/2/2020,1,,0,0,0,0,1,,,,,,,,,
federal,Not Available,COMMUNITY EXTENDED NUCLEAR TRA FARGO ND,12/2/2020,9,,0,0,2,0,9,,,,,,,,,
federal,Not Available,COMMUNITY EXTENDED NUCLEAR TRA MANDAN ND,12/2/2020,2,,0,0,0,0,2,,,,,,,,,
federal,Not Available,COMMUNITY RESOURCES FOR JUSTIC,12/2/2020,1,,0,0,0,0,1,,,,,,,,,
federal,Not Available,COMMUNITY SOLUTIONS INC,12/2/2020,1,,0,0,0,0,2,,,,,,,,,
federal,Not Available,DISMAS CCC,12/2/2020,1,,0,0,0,0,1,,,,,,,,,
federal,Not Available,DISMAS CHARITIES AT KEARNEY,12/2/2020,1,,0,0,1,0,1,,,,,,,,,
federal,Not Available,DISMAS CHARITIES AT OMAHA,12/2/2020,7,,0,0,6,0,7,,,,,,,,,
federal,Not Available,DISMAS CHARITIES COMMCORRCTR,12/2/2020,2,,0,0,2,0,2,,,,,,,,,
federal,Not Available,DISMAS CHARITIES INC AUGUSTA GA,12/2/2020,1,,0,0,1,0,1,,,,,,,,,
federal,Not Available,DISMAS CHARITIES INC SIOUX CITY IA,12/2/2020,2,,0,0,1,0,2,,,,,,,,,
federal,Not Available,DISMAS CHARITIES OF LOUISVILLE,12/2/2020,3,,0,0,1,0,3,,,,,,,,,
federal,Not Available,DISMAS EL PASO,12/2/2020,3,,0,0,0,0,3,,,,,,,,,
federal,Not Available,DISMAS HOUSE CHARITIES INC,12/2/2020,4,,0,0,4,0,4,,,,,,,,,
federal,Not Available,DRC DAY REPORTING CENTER GEO,12/2/2020,1,,0,0,1,0,1,,,,,,,,,
federal,Not Available,FAMILY GUIDANCE CENTERS INC,12/2/2020,1,,0,0,0,0,1,,,,,,,,,
federal,Not Available,GARDEN GROVE CCC,12/2/2020,2,,0,0,1,0,2,,,,,,,,,
federal,Not Available,GEO CARE,12/2/2020,9,,0,0,5,0,9,,,,,,,,,
federal,Not Available,GEO CARE INC,12/2/2020,26,,0,0,2,0,26,,,,,,,,,
federal,Not Available,GEO CARE INC CORDOVA CENTER,12/2/2020,2,,0,0,1,0,2,,,,,,,,,
federal,Not Available,GEO REENTRY INC,12/2/2020,32,,0,0,19,0,32,,,,,,,,,
federal,Not Available,GLYNCO,12/2/2020,,,0,0,0,1,,,,,,,,,,
federal,Not Available,GREAT FALLS PRE-RELEASE CENTER,12/2/2020,11,,0,0,10,0,11,,,,,,,,,
federal,Not Available,HUMAN SERVICE CENTER,12/2/2020,7,,0,0,0,0,7,,,,,,,,,
federal,Not Available,KINTOCK RRC,12/2/2020,11,,1,0,0,0,11,,,,,,,,,
federal,Not Available,LAKE REGION LAW ENFORCEMENT CE,12/2/2020,3,,0,0,0,0,3,,,,,,,,,
federal,Not Available,MIDWAY REHAB CENTER KNOXVILLE,12/2/2020,1,,0,0,1,0,1,,,,,,,,,
federal,Not Available,MIRROR INC,12/2/2020,7,,0,0,0,0,7,,,,,,,,,
federal,Not Available,MOSHANNON VALLEY CI,12/2/2020,,,0,0,10,0,,,,,,,,,,
federal,Not Available,NORTH CENTRAL RO,12/2/2020,,,0,0,0,0,,,,,,,,,,
federal,Not Available,NWRRC,12/2/2020,1,,0,0,0,0,1,,,,,,,,,
federal,Not Available,ORION RRC,12/2/2020,3,,0,0,1,0,3,,,,,,,,,
federal,Not Available,PARSONS HOUSE,12/2/2020,1,,0,0,0,0,1,,,,,,,,,
federal,Not Available,PORT OF HOPE BOISE RESIDENTIAL,12/2/2020,1,,0,0,1,0,1,,,,,,,,,
federal,Not Available,REALITY HOUSE GEO,12/2/2020,2,,1,0,1,0,2,,,,,,,,,
federal,Not Available,REEVES I AND II CI PECOS,12/2/2020,,,0,0,12,0,,,,,,,,,,
federal,Not Available,REEVES III CI,12/2/2020,,,1,0,23,0,,,,,,,,,,
federal,Not Available,RIVERSIDE HOUSE,12/2/2020,5,,0,0,1,0,5,,,,,,,,,
federal,Not Available,RRC BANNUM INCORPORATED,12/2/2020,4,,0,0,4,0,4,,,,,,,,,
federal,Not Available,RRC DISMAS CHARITIES INC,12/2/2020,5,,0,0,5,0,5,,,,,,,,,
federal,Not Available,RRC-ALSTON WILKES SOCIETY,12/2/2020,1,,0,0,1,0,1,,,,,,,,,
federal,Not Available,RRK ENTERPRISES DBA INDEPENDEN,12/2/2020,9,,1,0,0,0,9,,,,,,,,,
federal,Not Available,RUBIDOUX RRC,12/2/2020,2,,0,0,0,0,2,,,,,,,,,
federal,Not Available,SALVATION ARMY CORRECTIONAL SE,12/2/2020,15,,0,0,6,0,15,,,,,,,,,
federal,Not Available,SPOKANE RRC,12/2/2020,1,,0,0,0,0,1,,,,,,,,,
federal,Not Available,SYRACUSE PAVILION,12/2/2020,1,,0,0,1,0,1,,,,,,,,,
federal,Not Available,TALBERT HOUSE FOR MEN,12/2/2020,4,,,,,,4,,,,,,,,,
federal,Not Available,TALLAHASSEE RRC,12/2/2020,1,,0,0,1,0,1,,,,,,,,,
federal,Not Available,THE KINTOCK GROUP,12/2/2020,15,,0,0,6,0,15,,,,,,,,,
federal,Not Available,THE KINTOCK GROUP RRC,12/2/2020,2,,0,0,0,0,2,,,,,,,,,
federal,Not Available,THE SALVATION ARMY,12/2/2020,11,,0,0,1,0,11,,,,,,,,,
federal,Not Available,VOLUNTEERS OF AMERICA,12/2/2020,1,,,,,,1,,,,,,,,,
federal,Not Available,VOLUNTEERS OF AMERICA CSC,12/2/2020,2,,0,0,1,0,4,,,,,,,,,
federal,Not Available,VOLUNTEERS OF AMERICA INC,12/2/2020,27,,0,0,1,0,27,,,,,,,,,
federal,Not Available,VOLUNTEERS OF AMERICA OF IN,12/2/2020,1,,0,0,0,0,1,,,,,,,,,
federal,Not Available,VOLUNTEERS OF AMERICA OF MN ROSEVILLE MN,12/2/2020,7,,0,0,5,0,7,,,,,,,,,
federal,Not Available,VOLUNTEERS OF AMERICA RRC METAIRIE,12/2/2020,1,,,,,,1,,,,,,,,,
state,Ohio,ALLEN OAKWOOD CI,12/2/2020,233,131,7,0,179,100,,,,2338 NORTH WEST ST,45801,LIMA,ALLEN,40.77810856,-84.10044987,39003
state,Ohio,BELMONT CI,12/2/2020,125,121,10,0,115,112,,,,68518 BANNOCK RD,43950,ST CLAIRSVILLE,BELMONT,40.08503109,-80.97659907,39013
state,Ohio,CHILLICOTHE CI,12/2/2020,294,91,10,0,281,81,,,,15802 STATE ROUTE N 104,45601,CHILLICOTHE,ROSS,39.36915278,-83.00182891,39141
state,Ohio,CORRECTIONAL RECEPTION CENTER,12/2/2020,794,116,1,2,587,79,,,,11271 STATE ROUTE 762,43146,ORIENT,PICKAWAY,39.80018043,-83.14925654,39129
state,Ohio,DAYTON CI,12/2/2020,10,29,0,,1,24,,,,4104 GERMANTOWN ST,45417,DAYTON,MONTGOMERY,39.72945062,-84.25713674,39113
federal,Ohio,ELKTON FCI,12/2/2020,661,,9,0,899,54,"1,456",,,8730 SCROGGS RD,44432,LISBON,COLUMBIANA,40.77251073,-80.7047809,39029
state,Ohio,FRANKLIN MEDICAL CENTER,12/2/2020,187,196,13,0,170,125,,,,1800 HARMON AVE,43223,COLUMBUS,FRANKLIN,39.92211409,-83.01475812,39049
state,Ohio,GRAFTON CI,12/2/2020,26,41,1,0,22,30,,,,2000 S AVON-BELDEN RD,44044,GRAFTON,LORAIN,41.28315407,-82.02518911,39093
state,Ohio,LAKE ERIE CI,12/2/2020,34,74,4,,29,65,,,,501 THOMPSON RD,44030,CONNEAUT,ASHTABULA,41.94593921,-80.53812711,39007
state,Ohio,LEBANON CI,12/2/2020,59,92,0,0,58,78,,,,3791 STATE ROUTE 63,45036,LEBANON,WARREN,39.4339311,-84.2988531,39165
state,Ohio,LONDON CI,12/2/2020,93,66,3,0,74,50,,,,1580 STATE ROUTE 56 SW,43140,LONDON,MADISON,39.90313668,-83.4836439,39097
state,Ohio,LORAIN CI,12/2/2020,64,60,1,0,55,45,,,,2075 S AVON-BELDEN RD,44044,GRAFTON,LORAIN,41.28313977,-82.01568585,39093
state,Ohio,MADISON CI,12/2/2020,320,101,2,0,312,90,,,,1851 STATE ROUTE 56,43140,LONDON,MADISON,39.91005833,-83.46918389,39097
state,Ohio,MANSFIELD CI,12/2/2020,73,73,1,0,65,58,,,,1150 N MAIN ST,44901,MANSFIELD,RICHLAND,40.79165318,-82.50905331,39139
state,Ohio,MARION CI,12/2/2020,1903,205,12,,1887,193,,,,940 MARION-WILLIAMSPORT RD,43302,MARION,MARION,40.6156179,-83.1070886,39101
state,Ohio,NOBLE CI,12/2/2020,165,97,1,0,156,66,,,,15708 MCCONNELSVILLE RD,43724,CALDWELL,NOBLE,39.7440579,-81.55168694,39121
state,Ohio,NORTH CENTRAL CC,12/2/2020,96,59,7,0,85,48,,,,670 MARION-WILLIAMSPORT RD,43302,MARION,MARION,40.61816694,-83.11515125,39101
state,Ohio,NORTHEAST OHIO CC,12/2/2020,20,94,0,0,20,58,,,,2240 HUBBARD RD,44505,YOUNGSTOWN,MAHONING,41.13176113,-80.6324945,39099
state,Ohio,NORTHEAST REINTEGRATION CENTER,12/2/2020,10,16,0,0,6,11,,,,2675 E 30TH ST,44115,CLEVELAND,CUYAHOGA,41.48885788,-81.66760944,39035
state,Ohio,OHIO REFORMATORY FOR WOMEN,12/2/2020,235,72,0,0,221,57,,,,1479 COLLINS AVE,43040,MARYSVILLE,UNION,40.22268897,-83.39268254,39159
state,Ohio,OHIO STATE PENITENTIARY,12/2/2020,23,57,0,0,15,25,,,,878 COITSVILLE-HUBBARD RD,44505,YOUNGSTOWN,MAHONING,41.10939852,-80.57700576,39099
federal,Ohio,ORIANA HOUSE,12/2/2020,2,,0,0,0,0,2,,,,,,,,,
state,Ohio,PICKAWAY CI,12/2/2020,1328,125,35,,1292,122,,,,11271 STATE ROUTE 762,43146,ORIENT,PICKAWAY,39.80018043,-83.14925654,39129
state,Ohio,RICHLAND CI,12/2/2020,113,119,7,0,105,106,,,,1001 OLIVESBURG RD,44905,MANSFIELD,RICHLAND,40.78772444,-82.50046982,39139
state,Ohio,ROSS CI,12/2/2020,42,99,0,0,41,84,,,,16149 STATE ROUTE 104,45601,CHILLICOTHE,ROSS,39.37443463,-83.01145145,39141
state,Ohio,SOUTHEASTERN CI,12/2/2020,67,83,0,0,25,22,,,,5900 BIS ROAD SW,43130,LANCASTER,FAIRFIELD,39.64181474,-82.62569961,39045
state,Ohio,SOUTHERN OHIO CORRECTIONAL FACILITY,12/2/2020,4,78,0,0,2,60,,,,1724 STATE ROUTE 728,45699,LUCASVILLE,SCIOTO,38.87452264,-82.97046944,39145
state,Ohio,TOLEDO CI,12/2/2020,58,97,0,0,16,41,,,,2001 E CENTRAL AVE,43608,TOLEDO,LUCAS,41.68081999,-83.51018043,39095
state,Ohio,TRUMBULL CI,12/2/2020,82,97,0,,80,75,,,,5701 BURNETT RD,44430,LEAVITTSBURG,TRUMBULL,41.23042587,-80.88635517,39155
state,Ohio,WARREN CI,12/2/2020,19,125,0,0,13,86,,,,5787 STATE ROUTE 63,45036,LEBANON,WARREN,39.43425437,-84.30764958,39165
state,Oklahoma,ADMINISTRATION,10/19/2020,,23,,1,,20,,,,,,,,,,
state,Oklahoma,BILL JOHNSON CORRECTIONAL CENTER,10/19/2020,58,9,0,0,58,6,,,,1856 E FLYNN ST,73717,ALVA,WOODS,36.80664536,-98.63233747,40151
state,Oklahoma,BRIDGEWAY INC HALFWAY HOUSE,10/19/2020,1,0,0,0,1,0,,,,,,,,,,
state,Oklahoma,CARVER TRANSITIONAL CENTER HALFWAY HOUSE,10/19/2020,15,0,0,0,11,0,,,,,,,,,,
state,Oklahoma,CIMARRON CORRECTIONAL FACILITY PRIVATE PRISON,10/19/2020,49,,1,,48,,,,,3200 S KINGS HWY,74023,CUSHING,PAYNE,35.94423033,-96.78224702,40119
state,Oklahoma,CLARA WATERS COMMUNITY CORRECTIONS CENTER,10/19/2020,19,2,0,0,6,2,,,,9901 N I-35 SERVICE RD,73131,OKLAHOMA CITY,OKLAHOMA,35.57196871,-97.44912947,40109
state,Oklahoma,DAVIS CORRECTIONAL FACILITY PRIVATE PRISON,10/19/2020,69,,0,,65,,,,,6888 E 133RD RD,74848,HOLDENVILLE,HUGHES,35.0899408,-96.44424848,40063
state,Oklahoma,DICK CONNER CORRECTIONAL CENTER,10/19/2020,419,24,0,0,410,19,,,,129 CONNER RD,74035,HOMINY,OSAGE,36.46845247,-96.39443618,40113
state,Oklahoma,EDDIE WARRIOR CORRECTIONAL CENTER,10/19/2020,783,22,2,0,781,20,,,,601 N OAK ST,74463,TAFT,MUSKOGEE,35.76787268,-95.54451717,40101
federal,Oklahoma,EL RENO FCI,12/2/2020,309,,1,0,302,20,869,,,4205 STATE HWY 66 W,73036,EL RENO,CANADIAN,35.53333583,-98.00518587,40017
state,Oklahoma,ENID COMMUNITY CORRECTIONS CENTER,10/19/2020,47,0,0,0,47,0,,,,2020 E MAINE AVE,73701,ENID,GARFIELD,36.39570232,-97.84784197,40047
federal,Oklahoma,GREAT PLAINS CI,12/2/2020,,,1,0,155,0,,,,700 SUGAR CREEK DRIVE,73047,HINTON,CADDO,35.44718802,-98.36775912,40015
state,Oklahoma,HOWARD MCLEOD CORRECTIONAL CENTER,10/19/2020,180,4,0,0,157,1,,,,19603 E WHIPPOORWILL LN,74525,ATOKA,ATOKA,34.15845038,-95.82001916,40005
state,Oklahoma,JACKIE BRANNON CORRECTIONAL CENTER,10/19/2020,286,9,0,0,207,7,,,,900 N WEST ST,74502,MCALESTER,PITTSBURG,34.94343883,-95.78342094,40121
state,Oklahoma,JAMES CRABTREE CORRECTIONAL CENTER,10/19/2020,4,4,0,0,4,0,,,,216 N MURRAY ST,73741,HELENA,ALFALFA,36.546387,-98.27838656,40003
state,Oklahoma,JESS DUNN CORRECTIONAL CENTER,10/19/2020,4,5,0,0,4,4,,,,601 S 124TH ST W,74463,TAFT,MUSKOGEE,35.75480015,-95.55572737,40101
state,Oklahoma,JIM E HAMILTON CORRECTIONAL CENTER,10/19/2020,13,16,0,0,12,13,,,,53468 MINERAL SPRINGS RD,74939,HODGEN,LE FLORE,34.74930656,-94.63593529,40079
state,Oklahoma,JOHN LILLEY CORRECTIONAL CENTER,10/19/2020,71,4,0,0,33,1,,,,407971 HWY 62E,74829,BOLEY,OKFUSKEE,35.48108682,-96.4731292,40107
state,Oklahoma,JOSEPH HARP CORRECTIONAL CENTER,10/19/2020,211,24,7,0,162,17,,,,16161 MOFFAT RD,73051,LEXINGTON,CLEVELAND,35.03193266,-97.2027072,40027
state,Oklahoma,KATE BARNARD CORRECTIONAL CENTER,10/19/2020,2,6,0,0,2,6,,,,3300 MARTIN LUTHER KING AVE,73111,OKLAHOMA CITY,OKLAHOMA,35.5022166,-97.47451881,40109
state,Oklahoma,LAWTON COMMUNITY CORRECTIONS CENTER,10/19/2020,0,0,0,0,0,0,,,,605 SW COOMBS RD,73501,LAWTON,COMANCHE,34.56607915,-98.39663813,40031
state,Oklahoma,LAWTON CORRECTIONAL FACILITY PRIVATE PRISON,10/19/2020,37,,0,,32,,,,,8607 SE FLOWER MOUND RD,73501,LAWTON,COMANCHE,34.52468396,-98.35516426,40031
state,Oklahoma,LEXINGTON ASSESSMENT AND RECEPTION CENTER,10/19/2020,148,41,3,0,134,36,,,,15151 STATE HWY 39,73051,LEXINGTON,CLEVELAND,35.01735594,-97.22003283,40027
state,Oklahoma,MABEL BASSETT CORRECTIONAL CENTER,10/19/2020,223,35,0,0,223,34,,,,29501 KICKAPOO RD,74851,MCLOUD,POTTAWATOMIE,35.44418311,-97.13104788,40125
state,Oklahoma,MACK ALFORD CORRECTIONAL CENTER,10/19/2020,17,13,0,0,17,7,,,,13001 NORTH HWY 69,74525,ATOKA,ATOKA,34.52537659,-96.03565547,40005
state,Oklahoma,NORTH FORK CORRECTIONAL CENTER,10/19/2020,205,29,5,0,114,24,,,,1605 EAST MAIN ST,73662,SAYRE,BECKHAM,35.29429126,-99.61333983,40009
state,Oklahoma,NORTH FORK CORRECTIONAL CENTER- J UNIT,10/19/2020,25,0,0,0,25,0,,,,,,,,,,
state,Oklahoma,NORTHEAST OKLAHOMA CORRECTIONAL CENTER,10/19/2020,301,43,0,0,295,39,,,,442586 E 250 RD,74301,VINITA,CRAIG,36.65991676,-95.12107869,40035
state,Oklahoma,OKC TRANSITIONAL CENTER HALFWAY HOUSE,10/19/2020,0,0,0,0,0,0,,,,,,,,,,
state,Oklahoma,OKLAHOMA CITY COMMUNITY CORRECTIONS CENTER,10/19/2020,8,4,0,0,6,4,,,,315 W I-44 SERVICE RD,73118,OKLAHOMA CITY,OKLAHOMA,35.53066735,-97.51713079,40109
federal,Oklahoma,OKLAHOMA CITY FTC,12/2/2020,118,,1,0,262,9,973,,,7410 S MACARTHUR BLVD,73169,OKLAHOMA CITY,OKLAHOMA,35.39082578,-97.61625562,40109
state,Oklahoma,OKLAHOMA STATE PENITENTIARY,10/19/2020,3,5,0,1,3,4,,,,1301 N WEST ST,74502,MCALESTER,PITTSBURG,34.954756,-95.78311848,40121
state,Oklahoma,OKLAHOMA STATE REFORMATORY,10/19/2020,4,23,0,1,3,18,,,,1700 E FIRST ST,73547,GRANITE,GREER,34.95568687,-99.35615738,40055
state,Oklahoma,PROBATION AND PAROLE OFFICERS,10/19/2020,,15,,0,,11,,,,,,,,,,
state,Oklahoma,TULSA TRANSITIONAL CENTER HALFWAY HOUSE,10/19/2020,3,0,0,0,3,0,,,,,,,,,,
state,Oklahoma,UNION CITY COMMUNITY CORRECTIONS CENTER,10/19/2020,0,0,0,0,0,0,,,,700 N STATE HWY 81,73090,UNION CITY,CANADIAN,35.39981296,-97.93553479,40017
state,Oklahoma,WILLIAM S KEY CORRECTIONAL CENTER,10/19/2020,914,20,2,0,912,18,,,,ONE WILLIAM S KEY BLVD,73841,FORT SUPPLY,WOODWARD,36.57186707,-99.55686102,40153
state,Oregon,CCIC,12/2/2020,,,,,,,8,3,395,,,,,,,
state,Oregon,CCIC INTAKE,12/2/2020,8,3,,,,,,,,,,,,,,
state,Oregon,COFFEE CREEK CORRECTIONAL FACILITY,12/2/2020,8,2,,,,,8,2,619,24499 SW GRAHAMS FERRY RD,97070,WILSONVILLE,WASHINGTON,45.34172862,-122.7907217,41067
state,Oregon,COLUMBIA RIVER CORRECTIONAL INSTITUTION,12/2/2020,0,4,,,,,,5,561,9111 NE SUNDERLAND AVE,97211,PORTLAND,MULTNOMAH,45.58922255,-122.6369234,41051
state,Oregon,DEER RIDGE CORRECTIONAL INSTITUTION,12/2/2020,7,9,,,,,8,9,,3920 EAST ASHWOOD RD,97741,MADRAS,JEFFERSON,44.63749299,-121.0510234,41031
state,Oregon,EASTERN OREGON CORRECTIONAL INSTITUTION,12/2/2020,451,66,,,,,451,66,1682,2500 WESTGATE DR,97801,PENDLETON,UMATILLA,45.67106704,-118.8169523,41059
state,Oregon,MILL CREEK CORRECTIONAL FACILITY,12/2/2020,0,0,,,,,,1,272,5465 TURNER ROAD SE,97317,SALEM,MARION,44.87550423,-122.9740035,41047
state,Oregon,NON INST,12/2/2020,,,,,,,,9,,,,,,,,
state,Oregon,NON-INSTITUTION LOCATIONS,12/2/2020,,10,,,,,,,,,,,,,,
state,Oregon,OREGON STATE CORRECTIONAL INSTITUTION,12/2/2020,178,28,,,,,186,5,895,3405 DEER PARK DR SE,97310,SALEM,MARION,44.89785027,-122.9491417,41047
state,Oregon,OREGON STATE PENITENTIARY,12/2/2020,145,39,,,,,,,,2970 CENTER ST NE,97301,SALEM,MARION,44.93827755,-122.9990695,41047
state,Oregon,POWDER RIVER CORRECTIONAL FACILITY,12/2/2020,0,1,,,,,,,335,3600 13TH ST,97814,BAKER CITY,BAKER,44.79166719,-117.8438061,41001
state,Oregon,SANTIAM CORRECTIONAL INSTITUTION,12/2/2020,11,7,,,,,,,476,4005 AUMSVILLE HWY SE,97317,SALEM,MARION,44.8916846,-122.9616428,41047
federal,Oregon,SHERIDAN FCI,12/2/2020,18,,0,0,5,0,842,,,,,,,,,
state,Oregon,SHUTTER CREEK CORRECTIONAL INSTITUTION,12/2/2020,25,3,,,,,,,288,95200 SHUTTERS LANDING LANE,97459,NORTH BEND,COOS,43.5340444,-124.1760812,41011
state,Oregon,SNAKE RIVER CORRECTIONAL INSTITUTION,12/2/2020,463,188,,,,,,,2712,777 STANTON BLVD,97914,ONTARIO,MALHEUR,44.07833927,-117.0677229,41045
state,Oregon,SOUTH FORK FOREST CAMP,12/2/2020,0,0,,,,,,,188,48300 WILSON RIVER HWY,97141,TILLAMOOK,TILLAMOOK,45.59017294,-123.4652258,41057
state,Oregon,STATEWIDE,12/2/2020,,,17,,1282,322,,,,,,,,,,
state,Oregon,TWO RIVERS CORRECTIONAL INSTITUTION,12/2/2020,95,33,,,,,,,1728,82911 BEACH ACCESS RD,97882,UMATILLA,UMATILLA,45.92660416,-119.2609727,41059
state,Oregon,WARNER CREEK CORRECTIONAL FACILITY,12/2/2020,0,3,,,,,,,475,20654 RABBIT HILL RD,20654,LAKEVIEW,,42.24464429,-120.3792674,
state,Pennsylvania,ALBION,12/2/2020,10,15,0,0,6,2,635,74,2205,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049
county,Pennsylvania,ALLEGHENY COUNTY JAIL,12/2/2020,41,47,,,38,23,674,208,,,,,,,,
federal,Pennsylvania,ALLENWOOD LOW FCI,12/2/2020,5,,0,0,1,1,170,,,,,,,,,
federal,Pennsylvania,ALLENWOOD MEDIUM FCI,12/2/2020,241,,0,0,162,12,785,,,RT 15 2 MILES N OF ALLENWOOD,17810,ALLENWOOD,UNION,41.12679716,-76.92503845,42119
federal,Pennsylvania,ALLENWOOD USP,12/2/2020,134,,0,0,17,2,426,,,RT 15 2 MILES N OF ALLENWOOD,17810,ALLENWOOD,UNION,41.13386913,-76.92289809,42119
state,Pennsylvania,BENNER TOWNSHIP,12/2/2020,44,51,1,0,7,45,544,178,2048,301 INSTITUTION DRIVE,16823,BELLEFONTE,CENTRE,40.85940192,-77.7778287,42027
state,Pennsylvania,CAMBRIDGE SPRINGS,12/2/2020,7,3,0,0,4,1,652,29,1038,451 FULLERTON AVE,16403,CAMBRIDGE SPRINGS,CRAWFORD,41.79709258,-80.05407359,42039
state,Pennsylvania,CAMP HILL,12/2/2020,115,94,1,1,77,63,"7,317",245,2164,2500 LISBURN RD,17001,CAMP HILL,CUMBERLAND,40.21796687,-76.92738176,42041
federal,Pennsylvania,CANAAN USP,12/2/2020,81,,0,0,8,4,547,,,3057 ERIC J WILLIAMS MEMORIAL DRIVE,18472,WAYMART,WAYNE,41.56293759,-75.42133182,42127
state,Pennsylvania,CENTRAL OFFICE,12/2/2020,0,8,0,0,0,3,0,15,,1920 TECHNOLOGY PKWY,17050,MECHANICSBURG,,40.27662,-76.98427,
state,Pennsylvania,CHESTER,12/2/2020,163,120,4,0,127,38,"1,066",217,906,500 EAST FOURTH ST,19013,CHESTER,DELAWARE,39.8512448,-75.35133809,42045
state,Pennsylvania,COAL TOWNSHIP,12/2/2020,177,33,0,0,144,14,"4,895",119,2104,1 KELLEY DR,17866,COAL TOWNSHIP,NORTHUMBERLAND,40.80645022,-76.55181136,42097
state,Pennsylvania,DALLAS,12/2/2020,195,143,6,0,64,52,936,303,2144,1000 FOLLIES RD,18612,DALLAS,LUZERNE,41.27255863,-76.01173392,42079
state,Pennsylvania,FAYETTE,12/2/2020,8,22,0,0,0,12,661,125,1993,50 OVERLOOK DR,15450,LABELLE,FAYETTE,40.0004935,-79.98798326,42051
state,Pennsylvania,FOREST,12/2/2020,6,17,0,0,0,5,816,41,2393,286 WOODLAND DR,16239,MARIENVILLE,FOREST,41.48072071,-79.09728781,42053
state,Pennsylvania,FRACKVILLE,12/2/2020,23,22,0,0,0,20,759,76,1218,1111 ALTAMONT BLVD,17931,FRACKVILLE,SCHUYLKILL,40.77162246,-76.20882035,42107
state,Pennsylvania,GREENE,12/2/2020,41,53,1,0,7,26,"1,367",237,1739,175 PROGRESS DR,15370,WAYNESBURG,GREENE,39.90623932,-80.13706126,42059
state,Pennsylvania,HOUTZDALE,12/2/2020,4,10,0,0,0,5,567,44,2458,209 INSTITUTION DR,16698,HOUTZDALE,CLEARFIELD,40.81216966,-78.35675004,42033
state,Pennsylvania,HUNTINGDON,12/2/2020,201,92,5,0,192,72,839,298,1875,1100 PIKE ST,16654,HUNTINGDON,HUNTINGDON,40.49111915,-78.02871657,42061
state,Pennsylvania,LAUREL HIGHLANDS,12/2/2020,435,54,8,0,27,36,"4,096",105,1240,5706 GLADES PIKE,15501,SOMERSET,SOMERSET,40.00457529,-79.03989976,42111
federal,Pennsylvania,LEWISBURG USP,12/2/2020,53,,0,0,86,14,468,,,2400 ROBERT F MILLER DR,17837,LEWISBURG,UNION,40.98796603,-76.9149622,42119
federal,Pennsylvania,LORETTO FCI,12/2/2020,89,,0,0,54,4,864,,,,,,,,,
state,Pennsylvania,MAHANOY,12/2/2020,184,13,1,0,1,9,713,126,2306,301 MOREA RD,17932,FRACKVILLE,SCHUYLKILL,40.79286197,-76.18081542,42107
federal,Pennsylvania,MCKEAN FCI,12/2/2020,15,,0,0,2,0,298,,,,,,,,,
